rubric_id,rubric_url,category_id,category_url
statPop_libro3_rubrica74,https://statutiascoli.it/statuti.html?id=2_3_75,fonti,https://statutiascoli.it/categorie.html?id=fonti
statPop_libro3_rubrica75,https://statutiascoli.it/statuti.html?id=2_3_76,fonti,https://statutiascoli.it/categorie.html?id=fonti
statPop_libro3_rubrica76,https://statutiascoli.it/statuti.html?id=2_3_77,fonti,https://statutiascoli.it/categorie.html?id=fonti
statPop_libro3_rubrica77,https://statutiascoli.it/statuti.html?id=2_3_78,fonti,https://statutiascoli.it/categorie.html?id=fonti
statPop_libro3_rubrica78,https://statutiascoli.it/statuti.html?id=2_3_79,fonti,https://statutiascoli.it/categorie.html?id=fonti
statPop_libro3_rubrica79,https://statutiascoli.it/statuti.html?id=2_3_80,reati,https://statutiascoli.it/categorie.html?id=reati
statPop_libro3_rubrica80,https://statutiascoli.it/statuti.html?id=2_3_81,reati,https://statutiascoli.it/categorie.html?id=reati
statPop_libro3_rubrica81,https://statutiascoli.it/statuti.html?id=2_3_82,reati,https://statutiascoli.it/categorie.html?id=reati
statPop_libro3_rubrica82,https://statutiascoli.it/statuti.html?id=2_3_83,reati,https://statutiascoli.it/categorie.html?id=reati
statPop_libro3_rubrica84,https://statutiascoli.it/statuti.html?id=2_3_85,animali,https://statutiascoli.it/categorie.html?id=animali
statPop_libro3_rubrica87,https://statutiascoli.it/statuti.html?id=2_3_88,animali,https://statutiascoli.it/categorie.html?id=animali
statPop_libro3_rubrica90,https://statutiascoli.it/statuti.html?id=2_3_91,commercio,https://statutiascoli.it/categorie.html?id=commercio
statPop_libro3_rubrica91,https://statutiascoli.it/statuti.html?id=2_3_92,commercio,https://statutiascoli.it/categorie.html?id=commercio
statPop_libro3_rubrica92,https://statutiascoli.it/statuti.html?id=2_3_93,animali,https://statutiascoli.it/categorie.html?id=animali
statPop_libro3_rubrica93,https://statutiascoli.it/statuti.html?id=2_3_94,animali,https://statutiascoli.it/categorie.html?id=animali
statPop_libro3_rubrica94,https://statutiascoli.it/statuti.html?id=2_3_95,animali,https://statutiascoli.it/categorie.html?id=animali
statPop_libro3_rubrica97,https://statutiascoli.it/statuti.html?id=2_3_98,reati,https://statutiascoli.it/categorie.html?id=reati
statPop_libro4_rubrica4,https://statutiascoli.it/statuti.html?id=2_4_4,commercio,https://statutiascoli.it/categorie.html?id=commercio
statPop_libro4_rubrica5,https://statutiascoli.it/statuti.html?id=2_4_5,commercio,https://statutiascoli.it/categorie.html?id=commercio
statPop_libro4_rubrica6,https://statutiascoli.it/statuti.html?id=2_4_6,castelli,https://statutiascoli.it/categorie.html?id=castelli
statPop_libro4_rubrica7,https://statutiascoli.it/statuti.html?id=2_4_7,morte,https://statutiascoli.it/categorie.html?id=morte
statPop_libro4_rubrica9,https://statutiascoli.it/statuti.html?id=2_4_9,castelli,https://statutiascoli.it/categorie.html?id=castelli
statPop_libro4_rubrica9,https://statutiascoli.it/statuti.html?id=2_4_9,urbanistica,https://statutiascoli.it/categorie.html?id=urbanistica
statPop_libro4_rubrica11,https://statutiascoli.it/statuti.html?id=2_4_11,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro4_rubrica12,https://statutiascoli.it/statuti.html?id=2_4_12,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro4_rubrica14,https://statutiascoli.it/statuti.html?id=2_4_14,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro4_rubrica14,https://statutiascoli.it/statuti.html?id=2_4_14,urbanistica,https://statutiascoli.it/categorie.html?id=urbanistica
statPop_libro4_rubrica15,https://statutiascoli.it/statuti.html?id=2_4_15,urbanistica,https://statutiascoli.it/categorie.html?id=urbanistica
statPop_libro4_rubrica17,https://statutiascoli.it/statuti.html?id=2_4_17,urbanistica,https://statutiascoli.it/categorie.html?id=urbanistica
